Map,Agents,Lambda,Algorithm,Samples,AvgServiceTime,AvgServiceTime_std,AvgPathLength,AvgPathLength_std,PeakMemory_MB,PeakMemory_MB_std,NPC,NPC_std,NPC_min,NPC_max,PerStepTime,PerStepTime_std
warehouse,10,2.0,RCMA,20,1752.97,11.14,101.04,0.51,16096.4,6.0,1.0,0.0017,1.0,1.069,3.6616,0.415
warehouse,10,2.0,TP,20,2176.67,30.04,91.27,0.4,1744.4,22.6,1.0942,0.7382,1.0,38.3333,0.6683,0.1
warehouse,20,2.0,LNS-MAPD,20,783.29,9.62,84.23,0.59,27.1,0.5,1.0222,0.0387,1.0,1.6154,1.9803,0.0811
warehouse,20,2.0,PIBT,11,1006.7,10.79,92.18,0.54,400.2,0.1,1.0218,0.0939,1.0,3.1081,0.0157,0.0038
warehouse,20,2.0,PIBT-NoDist,14,964.25,99.91,92.34,1.04,1395.2,35.1,1.0185,0.0756,1.0,2.6667,3.7717,1.1163
warehouse,20,2.0,RCMA,20,857.86,7.27,102.36,0.66,16087.5,7.5,1.0001,0.003,1.0,1.1429,7.2762,0.1662
warehouse,20,2.0,TP,19,1127.08,23.82,93.39,0.42,1655.6,34.4,1.1914,0.9873,1.0,36.0,2.2592,0.5734
warehouse,30,2.0,LNS-MAPD,20,528.78,8.32,85.16,0.73,27.4,0.5,1.0269,0.0428,1.0,1.4286,2.3471,0.0688
warehouse,30,2.0,PIBT,9,659.26,9.03,93.01,0.6,400.0,0.1,1.0312,0.1043,1.0,3.7143,0.0218,0.0054
warehouse,30,2.0,PIBT-NoDist,15,657.06,8.22,93.1,0.57,1371.7,15.6,1.0313,0.1051,1.0,3.0714,6.2698,0.2678
warehouse,30,2.0,RCMA,20,562.61,4.77,103.87,0.79,16086.9,5.4,1.0002,0.0028,1.0,1.0909,11.7068,0.2884
warehouse,30,2.0,TP,20,784.92,22.35,94.09,0.52,1642.8,64.4,1.3423,1.6825,1.0,56.0,6.5468,1.8522
warehouse,40,2.0,LNS-MAPD,20,405.41,5.92,85.32,0.75,28.5,0.7,1.0306,0.0475,1.0,1.7273,2.9394,0.1298
warehouse,40,2.0,PIBT,11,475.62,28.07,94.95,1.28,400.0,0.1,1.0396,0.1151,1.0,3.4375,0.0292,0.0082
warehouse,40,2.0,PIBT-NoDist,14,487.86,5.45,94.18,0.54,1346.3,20.2,1.0423,0.1269,1.0,6.1364,7.7602,0.3258
warehouse,40,2.0,RCMA,20,416.46,5.2,105.36,0.61,16093.2,7.5,1.0002,0.0031,1.0,1.087,16.2913,0.4479
warehouse,40,2.0,TP,20,628.56,20.46,95.47,0.64,1621.8,60.2,1.4872,2.0229,1.0,79.0,13.6962,3.6574
warehouse,50,2.0,LNS-MAPD,20,328.21,8.38,86.38,0.81,29.0,0.6,1.033,0.0501,1.0,2.0,3.8906,0.2506
warehouse,50,2.0,PIBT,10,382.13,6.26,95.72,0.8,400.1,0.2,1.0506,0.1319,1.0,4.5652,0.0331,0.0083
warehouse,50,2.0,PIBT-NoDist,18,382.26,6.49,95.5,0.7,1317.3,17.3,1.0506,0.1433,1.0,6.3571,8.7798,0.4144
warehouse,50,2.0,RCMA,20,328.25,4.2,106.15,0.87,16090.6,9.5,1.0004,0.0048,1.0,1.0909,21.3274,0.4612
warehouse,50,2.0,TP,15,544.78,26.48,97.15,0.62,1657.5,65.6,1.6799,2.6097,1.0,69.3333,26.2194,9.1074
warehouse,10,5.0,LNS-MAPD,20,1596.13,10.37,84.17,0.51,29.3,1.1,1.0155,0.0309,1.0,1.6098,1.7673,0.0596
warehouse,10,5.0,PIBT,14,2138.47,20.7,90.81,0.42,400.5,0.1,1.0099,0.0519,1.0,2.7391,0.0086,0.0016
warehouse,10,5.0,PIBT-NoDist,14,2142.8,20.72,90.93,0.44,1476.8,19.1,1.0116,0.0714,1.0,6.1034,2.1448,0.0615
warehouse,10,5.0,RCMA,20,1807.34,8.31,100.63,0.34,16114.2,5.5,1.0001,0.0036,1.0,1.1538,4.2791,0.6529
warehouse,10,5.0,TP,20,2242.78,22.59,90.9,0.28,1772.9,28.4,1.14,1.1942,1.0,45.3333,0.7101,0.0976
warehouse,20,5.0,LNS-MAPD,20,838.67,6.76,84.18,0.48,28.2,0.6,1.0232,0.0416,1.0,1.8182,2.4549,0.1128
warehouse,20,5.0,PIBT,15,1043.1,176.22,91.42,0.77,400.0,0.4,1.0221,0.0871,1.0,3.0,0.0156,0.0028
warehouse,20,5.0,PIBT-NoDist,19,1068.18,64.97,91.36,0.84,1414.6,111.5,1.0201,0.076,1.0,3.4,4.4702,0.2536
warehouse,20,5.0,RCMA,20,915.8,4.83,101.99,0.55,16100.2,7.0,1.0001,0.0029,1.0,1.1818,7.8929,0.186
warehouse,20,5.0,TP,19,1184.21,20.99,92.34,0.56,1693.2,36.4,1.2617,1.7227,1.0,46.6667,2.8005,0.5242
warehouse,30,5.0,LNS-MAPD,20,584.01,6.55,84.7,0.81,28.3,0.6,1.0273,0.0434,1.0,1.6923,2.9925,0.1603
warehouse,30,5.0,PIBT,13,714.37,86.45,92.26,0.59,399.9,0.3,1.0315,0.1062,1.0,4.2,0.0229,0.0045
warehouse,30,5.0,PIBT-NoDist,19,721.56,39.38,92.22,0.68,1397.7,103.5,1.0311,0.1079,1.0,5.6316,6.5727,0.2597
warehouse,30,5.0,RCMA,20,617.0,3.44,103.43,0.53,16097.8,7.4,1.0002,0.0028,1.0,1.1667,12.401,0.3209
warehouse,30,5.0,TP,19,847.21,26.86,92.96,0.74,1681.1,43.9,1.353,1.6094,1.0,54.3333,7.1577,1.6157
warehouse,40,5.0,LNS-MAPD,20,462.78,7.91,85.31,1.04,29.3,0.6,1.0321,0.0554,1.0,5.3704,3.8341,0.43
warehouse,40,5.0,PIBT,8,551.73,4.62,93.47,0.64,400.0,0.1,1.0439,0.1186,1.0,2.7143,0.0264,0.0061
warehouse,40,5.0,PIBT-NoDist,16,552.28,6.34,93.3,0.57,1394.1,14.8,1.0416,0.1176,1.0,3.6923,8.0178,0.3397
warehouse,40,5.0,RCMA,20,468.76,2.59,104.85,0.64,16097.2,8.2,1.0002,0.0031,1.0,1.0909,17.3639,0.5676
warehouse,40,5.0,TP,18,685.03,22.67,93.84,0.77,1660.3,56.6,1.4938,2.0643,1.0,74.3333,14.4241,3.332
warehouse,50,5.0,LNS-MAPD,20,383.8,5.31,85.82,0.92,29.2,0.4,1.0343,0.0555,1.0,3.5294,4.3886,0.4308
warehouse,50,5.0,PIBT,12,447.98,4.63,94.1,0.66,400.0,0.1,1.0504,0.128,1.0,3.8,0.0349,0.0114
warehouse,50,5.0,PIBT-NoDist,15,415.9,78.76,95.2,3.23,1352.4,59.5,1.0508,0.1406,1.0,4.7727,8.7311,0.9804
warehouse,50,5.0,RCMA,20,380.14,2.51,106.16,0.75,16097.6,6.7,1.0004,0.0043,1.0,1.0909,22.9132,0.8256
warehouse,50,5.0,TP,14,589.95,21.07,94.87,0.71,1681.0,88.2,1.6768,2.6156,1.0,84.6667,24.8529,7.0378
warehouse-large,200,0.5,LNS-MAPD,20,176.539,0.2989613599394449,179.98269453012227,0.6718487926423466,111.50703125,3.48382562011612,1.0219900000000002,0.033135,1.0,2.0476,16.031348137617208,1.498890949562296
warehouse-large,200,0.5,PIBT,19,188.38,0.86,374.57,8.61,5972.8,0.4,1.0279,0.082,1.0,6.7143,0.1448,0.0123
warehouse-large,400,0.5,LNS-MAPD,20,173.30249999999998,3.312484955278643,186.12280605983543,0.7628897488827472,115.7431640625,4.480119099826504,1.0201300000000002,0.03378,1.0,3.6032,29.75522289034901,0.9703540050311892
warehouse-large,400,0.5,PIBT,19,182.75,0.45,560.67,16.1,5987.7,0.7,1.0304,0.0918,1.0,3.8095,0.2384,0.0537
warehouse-large,600,0.5,LNS-MAPD,20,172.05300000000005,3.3120833005034265,191.61008677905943,0.7145431177645172,124.062890625,3.1518977338877803,1.022135,0.035815,1.0,3.5977,81.56568584079889,4.114010962477746
warehouse-large,600,0.5,PIBT,19,180.62,0.51,663.35,20.73,6002.8,0.9,1.0322,0.1012,1.0,5.381,0.2667,0.0203
warehouse-large,800,0.5,LNS-MAPD,20,172.2385,4.195388790715727,196.98773266558177,0.9830067517040002,134.3396484375,2.892669217110225,1.028085,0.0367099999999999,1.0,2.1283,199.2548270491656,4.7277401931775564
warehouse-large,800,0.5,PIBT,19,179.71,0.42,724.81,18.64,6017.4,1.5,1.0358,0.1253,1.0,8.5238,0.3453,0.0324
warehouse-large,1000,0.5,LNS-MAPD,20,171.2875,4.441492014603816,202.0081571014827,0.9672531701915869,148.234765625,2.9991981103881207,1.02742,0.0346449999999999,1.0,2.072,407.0908517963992,10.925269350914803
warehouse-large,1000,0.5,PIBT,20,178.86,0.47,771.55,22.13,6035.8,1.9,1.039,0.1298,1.0,7.0476,0.4044,0.0331
warehouse-large,200,1.0,LNS-MAPD,20,214.8,15.91,198.79,5.23,120.8,3.8,1.0184,0.0326,1.0,2.0952,58.8408,18.0147
warehouse-large,200,1.0,PIBT,18,216.03,4.56,230.68,3.75,5967.5,0.3,1.0518,0.1196,1.0,6.4706,0.1542,0.033
warehouse-large,400,1.0,LNS-MAPD,20,174.73,0.68,184.75,0.55,118.8,8.8,1.0188,0.0427,1.0,4.5,68.2596,19.8615
warehouse-large,400,1.0,PIBT,19,186.4,0.67,359.53,8.4,5975.9,0.4,1.0554,0.122,1.0,6.4706,0.2115,0.0248
warehouse-large,600,1.0,LNS-MAPD,20,172.69,1.7,189.14,0.69,129.8,5.4,1.0226,0.0498,1.0,5.4576,92.274,3.9069
warehouse-large,600,1.0,PIBT,20,183.75,0.5,427.05,8.66,5984.9,0.7,1.0588,0.1303,1.0,7.7647,0.289,0.0279
warehouse-large,800,1.0,LNS-MAPD,19,172.59,2.83,194.42,0.84,133.9,5.0,1.0286,0.0649,1.0,4.954,330.67,32.2884
warehouse-large,800,1.0,PIBT,20,182.51,0.52,466.58,12.03,5993.2,0.8,1.0608,0.1322,1.0,3.4091,0.4067,0.0449
warehouse-large,1000,1.0,LNS-MAPD,5,172.49,4.04,200.17,0.99,142.4,5.0,1.0324,0.0919,1.0,5.6949,470.4674,84.701
warehouse-large,1000,1.0,PIBT,19,181.68,0.57,491.41,10.69,6003.4,1.5,1.0646,0.1451,1.0,3.4,0.4838,0.0499
warehouse-large,200,2.0,LNS-MAPD,20,343.96750000000003,4.797138264248359,192.11802224692167,1.8438593990154872,110.9984375,2.6246326619738936,1.016595,0.032715,1.0,2.3041,54.76611699153363,3.878188139382523
warehouse-large,200,2.0,PIBT,19,344.34,5.15,200.49,1.18,5966.3,0.3,1.0594,0.1332,1.0,7.2143,0.189,0.04
warehouse-large,400,2.0,LNS-MAPD,19,187.19736842105263,5.361529468874905,191.1206173996385,4.619432813741623,126.21402138157896,3.4081233646716504,1.0193,0.0457526315789473,1.0,2.4375,81.10156652544704,10.656048977500484
warehouse-large,400,2.0,PIBT,19,204.24,1.5,254.82,3.65,5970.7,0.5,1.0932,0.1606,1.0,6.68,0.256,0.0386
warehouse-large,600,2.0,LNS-MAPD,20,174.299,1.0705920644302656,185.5366248427881,0.7383357041007137,125.7619140625,2.965091581060241,1.02367,0.076005,1.0,11.5,85.9288628502184,5.348923797895955
warehouse-large,600,2.0,PIBT,18,192.19,0.88,310.2,4.99,5976.4,1.0,1.1013,0.1825,1.0,5.6364,0.3009,0.0421
warehouse-large,800,2.0,LNS-MAPD,19,172.65157894736842,0.9861330942282424,190.28737214326665,0.9730968670540424,133.47224506578948,3.752760913700402,1.0256315789473684,0.0652421052631578,1.0,4.438,165.49318737803364,11.205190367230715
warehouse-large,800,2.0,PIBT,20,189.82,0.87,338.48,5.82,5982.4,1.3,1.104,0.187,1.0,7.8571,0.4226,0.057
warehouse-large,1000,2.0,LNS-MAPD,19,173.88210526315788,2.158866932617321,196.347685235892,1.1989827331879943,147.25472861842104,3.4932642906460125,1.0365894736842105,0.1354368421052631,1.0,7.0652,302.02687137206385,58.823055686525976
warehouse-large,1000,2.0,PIBT,20,188.8,1.08,356.1,5.82,5989.2,1.2,1.1073,0.1886,1.0,5.7727,0.5057,0.0275
warehouse-large,200,5.0,LNS-MAPD,20,422.51,3.42,185.55,1.13,107.1,1.4,1.0172,0.0328,1.0,2.0625,42.8618,1.7211
warehouse-large,200,5.0,PIBT,18,457.25,4.39,191.67,0.71,5966.4,0.3,1.0602,0.1332,1.0,10.5,0.1763,0.0463
warehouse-large,200,5.0,PIBT-NoDist,18,456.74,4.05,191.79,0.77,20862.4,307.9,1.0608,0.1344,1.0,10.5,37.079,1.1795
warehouse-large,400,5.0,LNS-MAPD,20,257.69,4.43,189.89,1.8,127.7,2.0,1.0201,0.0498,1.0,4.5333,98.9698,15.5236
warehouse-large,400,5.0,PIBT,19,262.43,2.01,212.28,1.19,5969.4,0.3,1.1049,0.1683,1.0,4.5714,0.2673,0.0667
warehouse-large,400,5.0,PIBT-NoDist,20,262.76,2.17,212.13,1.16,20289.4,294.9,1.1044,0.1677,1.0,4.5714,49.9547,1.721
warehouse-large,600,5.0,LNS-MAPD,20,207.85,3.77,192.68,1.5,133.6,2.3,1.0259,0.0579,1.0,3.6423,122.9119,38.3627
warehouse-large,600,5.0,PIBT,19,215.41,1.3,239.59,1.86,5972.9,0.6,1.1461,0.2443,1.0,10.4286,0.2845,0.0338
warehouse-large,600,5.0,PIBT-NoDist,20,215.32,1.32,239.69,1.86,20585.8,223.1,1.1461,0.2434,1.0,10.4286,58.7307,2.8152
warehouse-large,800,5.0,LNS-MAPD,18,177.88,2.09,186.5,1.11,132.4,2.0,1.0329,0.084,1.0,5.0,160.6736,64.5096
warehouse-large,800,5.0,PIBT,20,201.74,0.99,263.28,2.71,5976.5,1.0,1.1574,0.2464,1.0,6.8,0.3765,0.0489
warehouse-large,800,5.0,PIBT-NoDist,17,201.6,1.0,263.47,2.73,21768.3,292.0,1.1571,0.2467,1.0,6.8,65.4141,3.8336
warehouse-large,1000,5.0,LNS-MAPD,16,176.93,1.64,190.19,1.35,142.3,2.9,1.0425,0.1454,1.0,5.8526,233.1292,102.4795
warehouse-large,1000,5.0,PIBT,19,198.94,1.42,273.39,2.45,5981.3,1.2,1.1639,0.2668,1.0,16.5,0.4648,0.0658
warehouse-large,1000,5.0,PIBT-NoDist,20,198.94,1.38,273.51,2.44,22748.0,245.0,1.1644,0.267,1.0,16.5,74.4705,7.2855
