Map,Agents,Lambda,Algorithm,Samples,AvgServiceTime,AvgServiceTime_std,AvgPathLength,AvgPathLength_std,PeakMemory_MB,PeakMemory_MB_std,NPC,NPC_std,NPC_min,NPC_max,PerStepTime,PerStepTime_std
random,50,0.5,Baseline,20,25.4815,0.1448147637137654,26.605884443300653,0.1509906320095544,7.382421875,0.2021297893365876,1.071035,0.0717749999999999,1.0189,2.0,0.277870983641208,0.014964986000536
random,50,0.5,Full,20,24.893,0.1063806472308901,25.871575189786235,0.0806240216208438,7.6529296875,0.2083566645892622,1.0677800000000002,0.074755,1.0,2.0,0.3718855668369273,0.024880761733503
random,50,0.5,w/o_HashSIPP,20,25.0135,0.1140763825365773,25.93312794812953,0.1407220592705603,7.9162109375,0.2355217116370517,1.06872,0.075035,1.0,2.0,0.6194156917790494,0.0445988206704937
random,50,0.5,w/o_LNS,20,25.486500000000003,0.1328740994919232,26.622008917751916,0.1402166873849817,7.41953125,0.1681116474471692,1.0709449999999998,0.071685,1.0189,2.0,0.2736229021334352,0.0150119479376231
random,50,0.5,w/o_PrePlan,20,24.893,0.1063806472308901,25.871575189786235,0.0806240216208438,7.4708984375,0.1972538183673658,1.0677800000000002,0.074755,1.0,2.0,0.3838054274403238,0.0212465614570871
random,10,1.0,Baseline,20,350.1555,8.98044863197707,26.7018341105634,0.1328754080693187,6.8935546875,0.168881275654691,1.0704399999999998,0.06995,1.0189,2.0,1.198555459973434,0.1130591753655494
random,10,1.0,Full,20,342.3175,9.865329442040949,25.05891036396058,0.1807522325833247,8.3517578125,0.7679391079822443,1.059645,0.07297,1.0,2.0,0.6502339627097705,0.1277446709206766
random,10,1.0,w/o_HashSIPP,20,366.0275,11.62673999428631,25.660665490200888,0.183261421833092,8.42890625,0.7268869535888626,1.0879849999999998,0.0910749999999999,1.0,2.0,0.8390976927622126,0.1092403056281097
random,10,1.0,w/o_LNS,20,366.773,9.264983369769492,27.19943320175697,0.2115128761422333,8.6162109375,1.280647420154612,1.07144,0.0702699999999999,1.0189,2.0,0.7356141974284607,0.0490057766574648
random,10,1.0,w/o_PrePlan,20,331.9865,8.923638787542128,24.951147651466066,0.1288023292698156,6.8197265625,0.4882677218520705,1.0583950000000002,0.0702299999999999,1.0,2.0,1.2594365169714208,0.1172787440242507
